category	name	ro	istrim	autotrim	dbvalidated	count	json
validated	alcohol_phosphorylation_with_atypical_cofactor	[H][#8:20]-[#6:19]>>[H][#8]P(=O)([#8][H])[#8:20]-[#6:19].[H][#8]C1([H])C([H])([#8][H])C([H])([#8]C1([H])n1c([H])nc2c(nc([H])nc12)-[#7]([H])[H])C([H])([H])[#8]P(=O)([#8][H])[#8]P(=O)([#8][H])[#8][H]	null	FALSE	null	-1	"{""note"":""should include product cofactor as another variant of ADP inchi to cofactor abstraction"",""confidence"":""high"",""cofactor"":true,""name"":""alcohol_phosphorylation_with_atypical_cofactor"",""validation"":true}"
validated	sugar_cytidinylation	[H][#8:11]-[#15:10]=[O:13]>>[H][#8]-c1nc(=[#7][H])c([H])c([H])n1C1([H])[#8]C([H])(C([H])([H])[#8]P(=O)([#8][H])[#8:11]-[#15:10]=[O:13])C([H])([#8][H])C1([H])[#8][H]	null	FALSE	null	-1	"{""note"":""oxygen on phpsphate of phosphosugar is nucleophile, should be in the RO"",""confidence"":""high"",""cofactor"":true,""name"":""sugar_cytidinylation"",""aam"":true,""validation"":true}"
validated		[H][#8:14]-[#15:13]=[O:16]>>[H][#8]-c1nc(=O)n(c([H])c1[H])C1([H])[#8]C([H])(C([H])([H])[#8]P(=O)([#8][H])[#8:14]-[#15:13]=[O:16])C([H])([#8][H])C1([H])[#8][H]	null	FALSE	null	-1	"{""note"":""adjust RO to include all phosphates"",""confidence"":""high"",""aam"":true,""validation"":true}"
validated		[H][#8:2][C:1]([#6:10])([#6:3])[#8:8]-[#6:7]>>[#6:10]-[#6:1](-[#6:3])=[O:2].[H][#8]P(=O)([#8][H])[#8:8]-[#6:7]	null	FALSE	null	-1	"{""confidence"":""high"",""nro"":true,""validation"":true}"
validated		[#6:3]-[#16:4].[#6:9]-[#7:10](-[#6:11])-[c:41]1[c:39][n:38][c:36](=[#7:37])[n:35][c:34]1>>[#6:9]-[#16:4]-[#6:3].[#6:11]-[#7:10]-[c:41]1[c:39][n:38][c:36](=[#7:37])[n:35][c:34]1	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8:12]-[#6:1].[H][C:8]([#6:6])([#6:10])[#8:9]>>[#6:1]-[#8:12][C:8]([#6:10])([#6:6])[#8:9]	null	FALSE	null	-1	"{""note"":""needs the ring"",""coenzyme"":true,""confidence"":""high"",""nro"":true,""validation"":true}"
validated		[H][c:5]1[c:4][c:3][c:9][c:8][c:6]1>>[H][#8]-[c:5]1[c:4][c:3][c:9][c:8][c:6]1.[H][#8]-[#6]1=[#7]-[#6](=[#7][H])-[#7]([H])-[#6]2=[#7]C([H])([H])C([H])([#7]([H])C12[#8][H])C([H])([#8][H])C([H])([#8][H])C([H])([H])[H]	null	FALSE	null	-1	"{""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated		[#6:18]-[#6:19]-[#7:20]>>[#6:18]-[#6:19](-[#7:20])-[#8]	null	FALSE	null	-1	"{""note"":""this will not be stable, goes to imine I think"",""confidence"":""high"",""hydrate"":true,""validation"":true}"
validated		[#6:1]-[#6:3](-[#6:4])-[#6:5]=[#6:6]>>[#6:1][C:3]([#6:4])([#8])[#6:5]=[#6:6]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[#6:4]-[#6:3](-[#6:21])-[#6:1]=[O:2]>>[#6:4][C:3]([#6:21])([#8])[#6:1]=[O:2]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#6:2](-[#6:1])-[c:3]1[c:4][c:5][c:6][c:8][c:10]1.[H][#8]-[#6]-1=[#6](-[#8:34])C([H])([#8]-[#6]-1=O)C([H])([#8][H])C([H])([H])[#8][H]>>[#6:1]-[#6:2](-[#8:34])-[c:3]1[c:4][c:5][c:6][c:8][c:10]1	null	FALSE	null	-1	"{""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated		[#6:7]-[#6:8]-[#6:9]=[O:10]>>[#6:7]-[#6:8](-[#8])-[#6:9]=[O:10]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated	methyl_catechol_to_methylenedioxy	[H][#6:26]-[#8:1].[H][#8:8]-[c:7]1[c:2][c:3][c:4][c:5][c:6]1>>[#8:1]-[#6:26]-[#8:8]-[c:7]1[c:6][c:5][c:4][c:3][c:2]1	null	FALSE	null	-1	"{""note"":""need to specify the ring and adjacent alcohol, this RO is too broad"",""confidence"":""high"",""name"":""methyl_catechol_to_methylenedioxy"",""nro"":true,""validation"":true}"
validated		[#6:11]-[#6:10]-[#6:9]=[#6:8]>>[#6:11]-[#6:10](-[#8]-[#8])-[#6:9]=[#6:8]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8:12]-[c:11]1[c:13][c:15][c:16][c:18]2[c:10]1[o:9][c:8]([c:21][c:19]2=[O:20])-[c:4]1[c:3][c:2][c:1][c:6][c:5]1>>[H]C([H])([H])[#8:12]-[c:11]1[c:13][c:15][c:16][c:18]2[c:10]1[o:9][c:8]([c:21][c:19]2=[O:20])-[c:4]1[c:3][c:2][c:1][c:6][c:5]1	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8:10]-[c:9]1[c:8][c:6][c:5][c:4][c:3]1-[#6:1]=[O:2]>>[H]C([H])([H])[#8:10]-[c:9]1[c:8][c:6][c:5][c:4][c:3]1-[#6:1]=[O:2]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8:9]-[c:8]1[c:10]([o:11][c:12]2[c:13][c:1][c:2][c:3][c:5]2[c:6]1=[O:7])-[c:14]1[c:15][c:16][c:18][c:20][c:22]1>>[H]C([H])([H])[#8:9]-[c:8]1[c:10]([o:11][c:12]2[c:13][c:1][c:2][c:3][c:5]2[c:6]1=[O:7])-[c:14]1[c:15][c:16][c:18][c:20][c:22]1	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[#8-:42]-[#6:41]=[O:43].[#6:35]=[#6:34]-[c:33]1[c:31][c:18]2[c:19][c:20]3[n-:21][c:22]([c:26][c:28]3-[#6:29]=[#6:30])[c:23][c:24]3[c:3][c:4][c:10]([c:11][c:12]4[c:38][c:36][c:14]([c:15][c:16]1[n-:17]2)[n:13]4)[n:25]3>>[H]C([H])([H])[#8:42]-[#6:41]=[O:43].[H][n:17]1[c:18]2[c:31][c:33](-[#6:34]=[#6:35])[c:16]1[c:15][c:14]1[c:36][c:38][c:12]([c:11][c:10]3[c:4][c:3][c:24]([c:23][c:22]4[c:26][c:28](-[#6:29]=[#6:30])[c:20]([c:19]2)[n-:21]4)[n:25]3)[n:13]1	null	FALSE	null	-1	"{""note"":""This RO has been seen before as the acid, but I don't know how there is still a carboxylate present"",""desalting"":true,""confidence"":""high"",""validation"":true}"
validated		[H][#8:4]-[c:3]1[c:2][c:1][c:12][c:11]2[o+:10][c:9]([c:7][c:6][c:5]12)-[c:13]1[c:14][c:15][c:16][c:18][c:20]1>>[H][#8]C([H])([H])C1([H])[#8]C([H])([#8:4]-[c:3]2[c:2][c:1][c:12][c:11]3[o+:10][c:9]([c:7][c:6][c:5]23)-[c:13]2[c:14][c:15][c:16][c:18][c:20]2)C([H])([#8][H])C([H])([#8][H])C1([H])[#8][H]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8:11]-[#6:10]>>[H][#8]C1([H])C([H])([#8:11]-[#6:10])[#8]C([H])(C([H])([H])[H])C([H])([#8][H])C1([H])[#8][H]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated	sugar_oxidative_cylization_to_pyranose	[H][#8:3]-[#6:2].[H][#6:8](-[#6:6])-[#8:9]>>[#6:2]-[#8:3]-[#6:8](-[#6:6])-[#8:9]	null	FALSE	null	-1	"{""note"":""The ring is an important component of this reaction, and would not be thermodynamically favorable without it"",""confidence"":""low"",""name"":""sugar_oxidative_cylization_to_pyranose"",""nro"":true,""validation"":true}"
validated	glucuronidation_of_alcohol	[H][#8:10]-[#6:9]>>[H][#8]-[#6](=O)C1([H])[#8]C([H])([#8:10]-[#6:9])C([H])([#8][H])C([H])([#8][H])C1([H])[#8][H]	null	FALSE	null	-1	"{""note"":""achiral, but likely all examples are specifically glucuronic acid, an example of a strong stereochemical NRO constraint"",""confidence"":""high"",""name"":""glucuronidation_of_alcohol"",""nro"":true,""validation"":true}"
invalidated	peptide_thiol_prenylation	[H][#8]P(=O)([#8][H])[#8]P(=O)([#8][H])[#8]-[#6:19]-[#6:1]=[#6:2].[H][#16:43]-[#6:42].[H][#8]-[#6:72]-[#6:71].[H][#6:32](-[#6:33])-[#6:30](-[#6:29])-[#6:31]>>[H][#6:72]-[#6:71].[#6:42]-[#16:43]-[#6:19]-[#6:1]=[#6:2].[H][#6:30](-[#6:31])-[#6:32](-[#6:29])-[#6:33]	null	FALSE	null	-1	"{""note"":""This reaction can be excluded.  It's very specific and I suspect incorrectly abstracted by the RO, or at least leads to a very complicated RO"",""confidence"":""low"",""name"":""peptide_thiol_prenylation"",""validation"":false}"
invalidated	enol_phosphate_hydrolysis_to_pyruvate	[H][#8]P(=O)([#8][H])[#8:2]-[#6:1](=[#6:6])-[#6:3]=[O:5]>>[H][#6:6]-[#6:1](=[O:2])-[#6:3]=[O:5]	null	FALSE	null	-1	"{""note"":""These are odd reactions:  PEP is hydrolyzed, but the phosphate released is not transferred nor indicated as a cofactor in products. Another substrate is present that is unaltered.  Doesn't make sense."",""confidence"":""low"",""name"":""enol_phosphate_hydrolysis_to_pyruvate"",""validation"":false}"
validated		[H][#8:5][C:4]([H])([#6:6])[#8:3].[#6:42]-[n+:47]1[c:48][c:49][c:50][c:51](-[#6:53]=[#7:55])[c:52]1>>[#6:6]-[#6:4](-[#8:3])=[O:5].[H][#6:50]-1-[#6:49]=[#6:48]-[#7:47](-[#6:42])-[#6:52]=[#6:51]-1-[#6:53]=[#7:55]	null	FALSE	null	-1	"{""note"":""hydrate"",""confidence"":""low"",""validation"":true}"
validated		[H][#7]([H])[C:1]([H])([#6:5])[#6:2]=[O:4].[O:21]=[#6:20]-1-[#6:19]=[#6:18]-[#6:17](-[#6:23]=[#6:22]-1)=[#7:16]-[c:12]1[c:11][c:9][c:8][c:14][c:13]1>>[#6:5]-[#6:1](=O)-[#6:2]=[O:4].[H][#8:21]-[c:20]1[c:19][c:18][c:17]([c:23][c:22]1)-[#7:16]([H])-[c:12]1[c:11][c:9][c:8][c:14][c:13]1	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[#6:1]-[#6:2]=[O:3].[#6:5]-[#7+:6](-[#6:7])=[#6:8]-1-[#6:9]=[#6:10]-[#6:11](-[#6:12]=[#6:13]-1)=[#7+:14](-[#6:15])-[#6:16]>>[#6:1]-[#6:2](-[#8:3])=O.[#6:5]-[#7:6](-[#6:7])-[c:8]1[c:9][c:10][c:11]([c:12][c:13]1)-[#7:14](-[#6:15])-[#6:16]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[#6:14]-[#6:1]-1=[#6:2](-[#6:3])-[#6:4](=[O:5])-[c:6]2[c:7][c:8][c:9][c:10][c:11]2-[#6:12]-1=[O:13].[#6:29]-[#7:30]-1-[c:31]2[c:32][c:33][c:35][c:36][c:37]2-[#6:38]-[c:39]2[c:40][n:42][c:43](-[#8:44])[n:45][c:46]-12>>[#6:14]-[c:1]1[c:2](-[#6:3])[c:4](-[#8:5])[c:6]2[c:7][c:8][c:9][c:10][c:11]2[c:12]1-[#8:13].[#6:29]-[n:30]1[c:31]2[c:32][c:33][c:35][c:36][c:37]2[c:38][c:39]2[c:40][n:42][c:43](=[O:44])[n:45][c:46]12	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[#7:4]-[#6:5]-[#6:1]=[O:3].[#6:6]-[#6:7](=[O:8])-[#6:9]=[O:11]>>[O:3]=[#6:1]-[#6:5]=[O:8].[#6:6]-[#6:7](-[#7:4])-[#6:9]=[O:11]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[#6:1]-[#6:6]-[#7:5].[#6:7]-[#6:8](-[#6:10])=[O:9]>>[#6:1]-[#6:6]=[O:9].[#6:7]-[#6:8](-[#6:10])-[#7:5]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[#6:5]-[#6:1](-[#7:6])-[#6:2]=[O:4].[O:17]=[#6:16]-[c:15]1[c:18][c:9][n:10][c:11][c:12]1>>[#6:5]-[#6:1](=[O:17])-[#6:2]=[O:4].[#7:6]-[#6:16]-[c:15]1[c:18][c:9][n:10][c:11][c:12]1	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[#6:26]-[n+:7]1[c:8][c:9][c:10]([c:11][c:12]1)-[c:13]1[c:25][c:24][n+:16](-[#6:17])[c:15][c:14]1>>[H][C:10]1([#6:9]=[#6:8]-[#7:7](-[#6:26])-[#6:12]=[#6:11]1)[C:13]1([H])[#6:25]=[#6:24]-[#7:16](-[#6:17])-[#6:15]=[#6:14]1	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8:7]-[c:6]1[c:5][c:4][c:3](-[#6:2])[c:9][c:8]1[H]>>[#6:2]-[#6:3]-1=[#6:9]-[#6:8](=O)-[#6:6](=[O:7])-[#6:5]=[#6:4]-1	null	FALSE	null	-1	"{""note"":""suspect"",""confidence"":""low"",""validation"":true}"
validated		[H][#6:5]([H])-[#6:1]>>[#6:1]-[#6:5]=O	null	FALSE	null	-1	"{""note"":""not sure you can get two oxidations out of a monooxygenase"",""confidence"":""low"",""validation"":true}"
validated		[#6:4]-[#6:1](-[#6:2])=[O:3].[#6:19]-[#7:20]-1-[c:21]2[c:22][c:23][c:25][c:26][c:27]2-[#6:28]-[c:29]2[c:30][n:32][c:33](-[#8:34])[n:35][c:36]-12>>[#6:4]-[#6:1](-[#6:2])-[#8:3].[#6:19]-[n:20]1[c:21]2[c:22][c:23][c:25][c:26][c:27]2[c:28][c:29]2[c:30][n:32][c:33](=[O:34])[n:35][c:36]12	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8]-[#6:1](-[#6:2])=[O:9]>>[H][#8]-[#6](=[#7]C([H])([H])C([H])([H])[#16]-[#6:1](-[#6:2])=[O:9])C([H])([H])C([H])([H])[#7]=[#6](-[#8][H])C([H])([#8][H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[#8]P(=O)([#8][H])[#8]P(=O)([#8][H])[#8]C([H])([H])C1([H])[#8]C([H])(n2c([H])nc3c(nc([H])nc23)-[#7]([H])[H])C([H])([#8][H])C1([H])[#8]P(=O)([#8][H])[#8][H]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#6:14](-[#6:15]\[#6:16]=[#6:18]\[#6:19]=[#6:20]/[#6:21]=[#6:22]\[#6:24]([H])-[#6:25]([H])-[#6:26]=[#6:27])-[#6:13]=[#6:11].[#6:85]-[#6:86]-1=[#6:87]-[#6:88](=[O:89])-[#6:90](-[#6:91])=[#6:92](-[#6:93])-[#6:94]-1=[O:95]>>[#6:11]=[#6:13]\[#6:14]=[#6:15]\[#6:16]=[#6:18]\[#6:19]=[#6:20]/[#6:21]=[#6:22]\[#6:24]=[#6:25]\[#6:26]=[#6:27].[H][#8:95]-[c:94]1[c:86](-[#6:85])[c:87][c:88](-[#8:89])[c:90](-[#6:91])[c:92]1-[#6:93]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
invalidated		[H][#8]P(=O)([#8]-[#6:20]-[#6:1]=[#6:2])[#8]P([#8])([#8])=O.[H][#16:46]-[#6:45].[#6:56]-[#7:57]-[#8:58]-[#6:59](-[#6:61])=O.[H][#7:52]([H])-[#6:51]-[#6:49](=O)-[#8:48]-[#7:47]-[#6:44]-[#6:42](=O)-[#8:41]-[#7:40]([H])-[#6:39]-[#6:37](=O)-[#8:36]-[#7:35]([H])-[#6:34]-[#6:69](=O)-[#8:71]-[#7:72]-[#6:73]>>[#6:56]-[#7:57].[#6:45]-[#16:46]-[#6:20]-[#6:1]=[#6:2].[H][#8:71]-[#6:69](-[#6:34]-[#7:35]=[#6:37](-[#8:36])-[#6:39]-[#7:40]=[#6:42](-[#8:41][H])-[#6:44]-[#7:47]=[#6:49](-[#8:48])-[#6:51]-[#7:52]=[#6:59](-[#6:61])-[#8:58])=[#7:72]-[#6:73]	null	FALSE	null	-1	"{""note"":""looks like an error due to complexity, but can't find the error"",""confidence"":""low"",""validation"":false}"
validated		[#6:6]-[#6:8]=[O:9].[H][#8:3][C:2]([H])([#6:4])[#6:1]-[#8:10][P:11]([#8:12])([#8:13])=[O:14]>>[H][#8:10]-[#6:1]-[#6:2](-[#6:4])=[O:3].[H][#6:8](-[#6:6])-[#8:9][P:11]([#8:12])([#8:13])=[O:14]	null	FALSE	null	-1	"{""note"":""covered by a different RO, this is wrong aam"",""confidence"":""high"",""aam"":true,""validation"":true}"
validated		[H][#6:5](-[#6:3])-[#6:6]([H])-[#6:7]>>[#6:3]\[#6:5]=[#6:6]\[#6:7]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#6:13](-[#6:12])-[#6:14]([H])-[#6:15]=[O:16]>>[#6:12]\[#6:13]=[#6:14]\[#6:15]=[O:16]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#6:3](-[#6:2])[C:4]([H])([#8:5])[#6:10](=[O:11])-[#6:8]=[#6:6]>>[#6:2]-[#6:3]=[#6:4](-[#8:5])-[#6:10](=[O:11])-[#6:8]=[#6:6]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#6:19](-[#6:18])-[#6:20]([H])-[#6:21]=[O:22]>>[#6:18]\[#6:19]=[#6:20]/[#6:21]=[O:22]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#6:13](-[#6:14])-[#6:12]([H])-[#6:10](=[O:11])-[#6:9]=[#6:8]>>[#6:14]\[#6:13]=[#6:12]/[#6:10](=[O:11])-[#6:9]=[#6:8]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8:7]-[c:6]1[c:8][c:9](-[#8:10])[c:12](-[#6:13](=[O:14])-[c:15]2[c:16][c:18][c:20][c:22][c:24]2-[#8:25][H])[c:4](-[#6:2]=[O:3])[c:5]1>>[#8:10]-[#6:9]1=[#6:8]-[#6:6](=[O:7])-[#6:5]=[#6:4](-[#6:2]=[O:3])[C:12]11[#8:25]-[c:24]2[c:22][c:20][c:18][c:16][c:15]2-[#6:13]1=[O:14]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[#6:22]-[#6:23](-[#8:24])=[O:26]>>[H][#8]-[#6](=[#7]C([H])([H])C([H])([H])[#16]-[#6:23](-[#6:22])=[O:24])C([H])([H])C([H])([H])[#7]=[#6](-[#8][H])C([H])([#8][H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[#8]P(=O)([#8][H])[#8]P(=O)([#8][H])[#8]C([H])([H])C1([H])[#8]C([H])(n2c([H])nc3c(ncnc23)-[#7]([H])[H])C([H])([#8][H])C1([H])[#8]P(=[O:26])([#8][H])[#8][H]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated	sulfonate_oxidation_to_aldehyde	[H][#8]S(=O)(=O)[#6:7]([H])-[#6:6].[H][#8:22]-[#6:21]-1=[#7:20][C:19]2([H])[#7:26](-[#6:27])-[c:40]3[c:41][c:42][c:14][c:15][c:16]3-[#7:17]=[#6:18]2-[#6:24](-[#8:25])=[#7:23]-1>>[#6:6]-[#6:7]=O.[#6:27]-[n:26]1[c:40]2[c:41][c:42][c:14][c:15][c:16]2[n:17][c:18]2[c:24](-[#8:25])[n:23][c:21](=[O:22])[n:20][c:19]12	null	FALSE	null	-1	"{""note"":""cofactors should be added from both sides of rxn, substrate and product appropriately trimmed"",""confidence"":""high"",""cofactor"":true,""name"":""sulfonate_oxidation_to_aldehyde"",""validation"":true}"
validated		[H][#8:5][C:4]([H])([#6:6])[#8:3].[O:15]=[#6:14]-[c:16]1[c:17][c:18]-2[c:19]([n:20]1)-[c:21]1[c:22](-[#6:34]=[O:36])[c:23][c:24](-[#6:31]=[O:33])[n:25][c:26]1-[#6:27](=[O:28])-[#6:29]-2=[O:30]>>[#6:6]-[#6:4](-[#8:3])=[O:5].[H][#8:30]-[c:29]1[c:27](-[#8:28][H])[c:26]2[n:25][c:24](-[#6:31]=[O:33])[c:23][c:22](-[#6:34]=[O:36])[c:21]2[c:19]2[n:20][c:16](-[#6:14]=[O:15])[c:17][c:18]12	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8:11][C:10]([H])([#6:12])[#6:8].[O:16]=[#6:15]-[c:17]1[c:18][c:19]-2[c:20]([n:21]1)-[c:22]1[c:23](-[#6:35]=[O:37])[c:24][c:25](-[#6:32]=[O:34])[n:26][c:27]1-[#6:28](=[O:29])-[#6:30]-2=[O:31]>>[#6:12]-[#6:10](-[#6:8])=[O:11].[H][#8:31]-[c:30]1[c:28](-[#8:29][H])[c:27]2[n:26][c:25](-[#6:32]=[O:34])[c:24][c:23](-[#6:35]=[O:37])[c:22]2[c:20]2[n:21][c:17](-[#6:15]=[O:16])[c:18][c:19]12	null	FALSE	null	-1	"{""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated		[#6:4][N:1]([#6:2])([#6:3])=O.[H][C:10]1([#6:9]=[#6:8]-[#7:7](-[#6:6])-[#6:12]=[#6:11]1)[C:13]1([H])[#6:14]=[#6:15]-[#7:16](-[#6:17])-[#6:24]=[#6:25]1>>[#6:4]-[#7:1](-[#6:2])-[#6:3].[#6:6]-[n+:7]1[c:12][c:11][c:10]([c:9][c:8]1)-[c:13]1[c:14][c:15][n+:16](-[#6:17])[c:24][c:25]1	null	FALSE	null	-1	"{""note"":""pentacoordinate amine is wrong, but may be a rendering thing...should be N+ - O-"",""confidence"":""low"",""validation"":true}"
invalidated		[#8-:2]-[#7:3]=O>>[#7:3]=[O:2]	null	FALSE	null	-1	"{""note"":""cofactors off for this conversion, and not organic, so not that important.  Not redox balanced."",""confidence"":""high"",""cofactor"":true,""validation"":false}"
validated	another_transamination	[#6:5]-[#6:1](=[O:6])-[#6:2]=[O:4]>>[H][#7]([H])[C:1]([H])([#6:5])[#6:2]=[O:4].[H][#8]-[#6](=[O:6])-[#6](=O)C([H])([H])C([H])([H])[#6](-[#8][H])=[#7][H]	null	FALSE	null	-1	"{""note"":""add the product cofactor to cofactor list"",""confidence"":""high"",""cofactor"":true,""name"":""another_transamination"",""validation"":true}"
validated		[H][#7]([H])[C:3]([H])([#6:4])[#6:1]=[O:2].[#6:22]-[#6:21]-1=[#6:27](-[#6:28])-[#6:29](=[O:30])-[#6:15](-[#8:14])=[#6:16](-[#8:17])-[#6:19]-1=[O:20]>>[#6:4]-[#6:3](=O)-[#6:1]=[O:2].[H][#8:30]-[c:29]1[c:27](-[#6:28])[c:21](-[#6:22])[c:19](-[#8:20][H])[c:16](-[#8:17])[c:15]1-[#8:14]	null	FALSE	null	-1	"{""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated		[H][#8]P(=O)([#8][H])[#8]P(=O)([#8][H])[#8]-[#6:5]-[#6:1]=[#6:2].[H][c:29]1[c:27][c:26][c:25]2[o:24][c:23][c:22](-[c:19]3[c:18][c:17][c:16][c:21][c:20]3)[c:33](=[O:34])[c:32]2[c:30]1>>[#6:2]=[#6:1]-[#6:5]-[c:29]1[c:27][c:26][c:25]2[o:24][c:23][c:22](-[c:19]3[c:18][c:17][c:16][c:21][c:20]3)[c:33](=[O:34])[c:32]2[c:30]1	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8]P(=O)([#8][H])[#8]P(=O)([#8][H])[#8]-[#6:5]-[#6:1]=[#6:2].[H][c:23]1[c:22][c:30]2[c:29][c:28][c:27][c:26][c:25]2[n:24]1>>[#6:2]=[#6:1]-[#6:5]-[c:23]1[c:22][c:30]2[c:29][c:28][c:27][c:26][c:25]2[n:24]1	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[#6:9][S:1]([#6:2])=O.[H][C:15]1([#6:14]=[#6:13]-[#7:12](-[#6:11])-[#6:17]=[#6:16]1)[C:18]1([H])[#6:19]=[#6:20]-[#7:21](-[#6:22])-[#6:29]=[#6:30]1>>[#6:9]-[#16:1]-[#6:2].[#6:11]-[n+:12]1[c:17][c:16][c:15]([c:14][c:13]1)-[c:18]1[c:19][c:20][n+:21](-[#6:22])[c:29][c:30]1	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][n:13]1[c:12]2[c:11][c:10][c:9][c:8][c:7]2[c:6]2[c:5](-[#6:1]=[#7:2])[c:4][c:23]3[c:22]4[c:21][c:20][c:19][c:18][c:17]4[n:16][c:15]3[c:14]12.[H][#8]-c1nc(=O)n(c([H])c1C([H])([H])[H])C1([H])[#8]C([H])(C([H])([H])[#8]P(=O)([#8][H])[#8]P(=O)([#8][H])[#8]-[#6:28](-[#6:29])-[#8:27])C([H])([#8][H])C1([H])[H]>>[#6:29]-[#6:28](-[#8:27])-[n:13]1[c:12]2[c:11][c:10][c:9][c:8][c:7]2[c:6]2[c:5](-[#6:1]=[#7:2])[c:4][c:23]3[c:22]4[c:21][c:20][c:19][c:18][c:17]4[n:16][c:15]3[c:14]12	null	FALSE	null	-1	"{""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated		[H][#8]P(=O)([#8][H])[#8]P(=O)([#8][H])[#8]-[#6:10]\[#6:1]=[#6:2](\[#6:4])-[#6:3]>>[H][#8][C:2]([#6:4])([#6:3])[#6:1]=[#6:10]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8]-[#8:6]-[#6:5]-[#6:7]([H])=[#6:8]-[#6:9]=[#6:10]>>[#6:10]=[#6:9]-[#6:8]=[#6:7]-1-[#6:5]-[#8:6]-1	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[#6:15]-[#6:16]=[#6:17].[#6:10]-[#8:25]-[#8:13]-[#6:12]>>[#6:10]-[#8:25].[#6:12]-[#8:13]-[#6:16](-[#6:15])=[#6:17]	null	FALSE	null	-1	"{""note"":""need the rings"",""confidence"":""low"",""nro"":true,""validation"":true}"
invalidated		[H][C:6]([H])([H])[#6:5](=[O:7])-[#6:2]-[#6:3](-[#8:9])=[O:10]>>[H][#8:7][C:5]([H])([#6:2][C:3]([H])([H])[H])[#6:6](-[#8:9])=[O:10]	null	FALSE	null	-1	"{""note"":""I think it's an error"",""confidence"":""low"",""validation"":false}"
validated		[H][#6:4](-[#6:5]=[O:7])-[#6:3]([H])-[#6:1]=[O:2].[#6:18]-[#6:17]-1=[#6:23](-[#6:24])-[#6:25](=[O:26])-[#6:11](-[#8:10])=[#6:12](-[#8:13])-[#6:15]-1=[O:16]>>[O:7]=[#6:5]\[#6:4]=[#6:3]\[#6:1]=[O:2].[H][#8:26]-[c:25]1[c:23](-[#6:24])[c:17](-[#6:18])[c:15](-[#8:16][H])[c:12](-[#8:13])[c:11]1-[#8:10]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
